order_year,order_month,product_category_name_english,payment_type_mode,orders,items,revenue,avg_ticket,delayed_rate,avg_review_score,avg_freight_to_price_ratio
2017,2,telephony,debit_card,1,1,115.34,115.34,0.0,5.0,0.10903846153846154
2017,2,telephony,voucher,2,2,111.42,55.71,0.0,2.0,0.6021717942304485
2017,2,toys,boleto,16,18,4405.7300000000005,244.7627777777778,0.05555555555555555,3.7222222222222223,0.23028280598871362
2017,2,toys,credit_card,45,48,6146.14,128.04458333333335,0.0,4.479166666666667,0.25672481900909605
2017,2,toys,voucher,1,1,49.42,49.42,0.0,5.0,0.4160458452722063
2017,2,watches_gifts,boleto,5,6,869.04,144.84,0.0,3.5,0.18559339596489055
2017,2,watches_gifts,credit_card,29,30,11465.67,382.189,0.0,4.166666666666667,0.14332441724050285
2017,2,watches_gifts,voucher,1,1,35.96,35.96,0.0,2.0,0.4384
2017,2,,boleto,13,18,1368.67,76.03722222222223,0.3888888888888889,2.888888888888889,0.8467387477656474
2017,2,,credit_card,39,40,8722.22,218.0555,0.0,4.3,0.2986399451018401
2017,3,agro_industry_and_commerce,credit_card,1,1,36.519999999999996,36.519999999999996,0.0,3.0,0.66
2017,3,agro_industry_and_commerce,debit_card,1,1,74.17,74.17,0.0,1.0,0.23637272878813134
2017,3,air_conditioning,boleto,5,5,413.49,82.69800000000001,0.0,3.8,0.24321107108338463
2017,3,air_conditioning,credit_card,11,12,3977.07,331.4225,0.0,4.666666666666667,0.16173768381409612
2017,3,art,boleto,1,1,136.79999999999998,136.79999999999998,0.0,5.0,0.24817518248175183
